ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
201632_at,6.82E-02,4.84E-02,-1.998349,-5.540962,-0.1264504,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha
217877_s_at,6.82E-02,4.84E-02,1.998114,-5.541417,0.1353287,GPBP1L1,GC-rich promoter binding protein 1 like 1
221480_at,6.82E-02,4.84E-02,1.99809,-5.541463,0.2738692,HNRNPD,heterogeneous nuclear ribonucleoprotein D
221986_s_at,6.83E-02,4.84E-02,1.997948,-5.541738,0.3344184,KLHL24,kelch like family member 24
201430_s_at,6.83E-02,4.85E-02,-1.997485,-5.542635,-0.344593,DPYSL3,dihydropyrimidinase like 3
206176_at,6.84E-02,4.85E-02,1.997081,-5.543416,0.7012981,BMP6,bone morphogenetic protein 6
238037_at,6.84E-02,4.85E-02,-1.99696,-5.54365,-0.1564102,LMLN,leishmanolysin like peptidase
205870_at,6.84E-02,4.85E-02,-1.996926,-5.543716,-0.3652594,BDKRB2,bradykinin receptor B2
215606_s_at,6.84E-02,4.85E-02,1.996775,-5.544008,0.2496905,ERC1,ELKS/RAB6-interacting/CAST family member 1
222915_s_at,6.86E-02,4.87E-02,1.99575,-5.54599,0.2166879,BANK1,B-cell scaffold protein with ankyrin repeats 1
208991_at,6.86E-02,4.87E-02,1.995484,-5.546503,0.1612119,STAT3,signal transducer and activator of transcription 3
237108_x_at,6.86E-02,4.87E-02,1.995307,-5.546846,0.1164304,LINC00982,long intergenic non-protein coding RNA 982
217982_s_at,6.86E-02,4.87E-02,1.995237,-5.546981,0.1054239,MORF4L1,mortality factor 4 like 1
224240_s_at,6.87E-02,4.88E-02,-1.994628,-5.548159,-0.314717,CCL28,C-C motif chemokine ligand 28
211784_s_at,6.87E-02,4.88E-02,-1.994626,-5.548162,-0.1460826,SRSF1,serine and arginine rich splicing factor 1
202681_at,6.88E-02,4.88E-02,1.993984,-5.549402,0.1002513,MIR4271///C3orf62///USP4,microRNA 4271///chromosome 3 open reading frame 62///ubiquitin specific peptidase 4
219687_at,6.88E-02,4.89E-02,-1.99384,-5.54968,-0.2922573,HHAT,hedgehog acyltransferase
203544_s_at,6.89E-02,4.89E-02,-1.993176,-5.550963,-0.1764909,STAM,signal transducing adaptor molecule
200010_at,6.91E-02,4.90E-02,1.992468,-5.55233,0.1199101,RPL11,ribosomal protein L11
226301_at,6.91E-02,4.90E-02,-1.992327,-5.552601,-0.3215329,SLC18B1,solute carrier family 18 member B1
229499_at,6.91E-02,4.90E-02,-1.992248,-5.552754,-0.5546073,CAPN13,calpain 13
222688_at,6.91E-02,4.91E-02,1.991765,-5.553686,0.2663178,ACER3,alkaline ceramidase 3
202372_at,6.92E-02,4.91E-02,-1.991651,-5.553907,-0.1627023,RAB3GAP2///AURKAPS1,RAB3 GTPase activating non-catalytic protein subunit 2///aurora kinase A pseudogene 1
210241_s_at,6.93E-02,4.92E-02,-1.990946,-5.555267,-0.3392672,TP53TG1,TP53 target 1 (non-protein coding)
206431_x_at,6.93E-02,4.92E-02,1.99077,-5.555606,0.1474086,TBC1D9B,TBC1 domain family member 9B
205453_at,6.93E-02,4.92E-02,-1.990673,-5.555794,-0.3363944,HOXB2,homeobox B2
201850_at,6.94E-02,4.93E-02,1.990019,-5.557054,0.2777521,CAPG,"capping actin protein, gelsolin like"
215294_s_at,6.94E-02,4.93E-02,-1.98978,-5.557514,-0.4945386,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
228171_s_at,6.95E-02,4.93E-02,-1.989688,-5.557693,-0.3291737,PLEKHG4,pleckstrin homology and RhoGEF domain containing G4
1552807_a_at,6.95E-02,4.94E-02,-1.989211,-5.558613,-0.4837684,SIGLEC10,sialic acid binding Ig like lectin 10
204662_at,6.95E-02,4.94E-02,1.989081,-5.558861,0.228459,CCP110,centriolar coiled-coil protein 110
221094_s_at,6.95E-02,4.94E-02,-1.98906,-5.558902,-0.1486763,ELP3,elongator acetyltransferase complex subunit 3
202059_s_at,6.96E-02,4.95E-02,-1.988367,-5.560237,-0.3042909,KPNA1,karyopherin subunit alpha 1
202623_at,6.97E-02,4.95E-02,-1.988128,-5.560698,-0.3085948,EAPP,E2F associated phosphoprotein
201800_s_at,6.97E-02,4.95E-02,-1.98787,-5.561195,-0.0991529,OSBP,oxysterol binding protein
225104_at,6.97E-02,4.95E-02,-1.987861,-5.561212,-0.1814284,ZNF598,zinc finger protein 598
216682_s_at,6.98E-02,4.96E-02,1.987253,-5.562384,0.2610502,SUPT20H,"SPT20 homolog, SAGA complex component"
224671_at,6.98E-02,4.96E-02,-1.987081,-5.562714,-0.1720333,MRPL10,mitochondrial ribosomal protein L10
222251_s_at,6.99E-02,4.97E-02,-1.986753,-5.563346,-0.1157376,GMEB2,glucocorticoid modulatory element binding protein 2
209198_s_at,7.00E-02,4.98E-02,1.985712,-5.565349,0.2925093,SYT11,synaptotagmin 11
58916_at,7.00E-02,4.98E-02,1.98565,-5.565469,0.4742481,NDUFC2-KCTD14///KCTD14,NDUFC2-KCTD14 readthrough///potassium channel tetramerization domain containing 14
230926_s_at,7.01E-02,4.98E-02,-1.985205,-5.566324,-0.271045,ODF2L,outer dense fiber of sperm tails 2 like
242485_at,7.01E-02,4.98E-02,-1.98519,-5.566354,-0.1800632,,
241412_at,7.01E-02,4.98E-02,1.985188,-5.566358,0.6046445,BTC,betacellulin
201448_at,7.01E-02,4.98E-02,1.985116,-5.566496,0.2445513,TIA1,TIA1 cytotoxic granule-associated RNA binding protein
223330_s_at,7.01E-02,4.99E-02,-1.984972,-5.566774,-0.2460293,SUGT1,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone"
224252_s_at,7.02E-02,4.99E-02,1.984493,-5.567696,0.329547,FXYD5,FXYD domain containing ion transport regulator 5
223892_s_at,7.02E-02,4.99E-02,1.98438,-5.567911,0.1739004,TMBIM4,transmembrane BAX inhibitor motif containing 4
221765_at,7.02E-02,4.99E-02,-1.984359,-5.567953,-0.3172135,UGCG,UDP-glucose ceramide glucosyltransferase
204568_at,7.03E-02,5.00E-02,1.983861,-5.568909,0.1621401,ATG14,autophagy related 14
212960_at,7.03E-02,5.00E-02,1.983822,-5.568985,0.1901594,TBC1D9,TBC1 domain family member 9
201462_at,7.03E-02,5.00E-02,-1.983746,-5.569132,-0.4268316,SCRN1,secernin 1
217373_x_at,7.04E-02,5.00E-02,-1.983317,-5.569956,-0.1613367,MDM2,MDM2 proto-oncogene
220532_s_at,7.04E-02,5.01E-02,-1.982814,-5.570922,-0.4091619,TMEM176B,transmembrane protein 176B
224829_at,7.05E-02,5.01E-02,1.982611,-5.571312,0.2873347,CPEB4,cytoplasmic polyadenylation element binding protein 4
210023_s_at,7.05E-02,5.01E-02,-1.982599,-5.571335,-0.3038856,PCGF1,polycomb group ring finger 1
202818_s_at,7.05E-02,5.01E-02,-1.982576,-5.571379,-0.1789351,TCEB3,transcription elongation factor B subunit 3
238622_at,7.05E-02,5.01E-02,-1.982469,-5.571585,-0.2509444,RAP2B,"RAP2B, member of RAS oncogene family"
228745_at,7.05E-02,5.02E-02,1.982372,-5.571771,0.2187812,SGTB,small glutamine rich tetratricopeptide repeat containing beta
227518_at,7.05E-02,5.02E-02,-1.982318,-5.571876,-0.1503918,SLC35E1,solute carrier family 35 member E1
222272_x_at,7.05E-02,5.02E-02,1.982151,-5.572196,0.1441869,SCIN,scinderin
226170_at,7.06E-02,5.02E-02,1.981959,-5.572564,0.1489007,EYA3,EYA transcriptional coactivator and phosphatase 3
202720_at,7.06E-02,5.02E-02,-1.981682,-5.573097,-0.2187431,TES,testin LIM domain protein
1557105_a_at,7.06E-02,5.03E-02,1.981358,-5.573719,0.0937534,ZSCAN30,zinc finger and SCAN domain containing 30
224788_at,7.07E-02,5.03E-02,-1.981201,-5.57402,-0.1587093,ARF6,ADP ribosylation factor 6
212109_at,7.07E-02,5.03E-02,-1.981036,-5.574337,-0.2481475,HN1L,hematological and neurological expressed 1 like
227698_s_at,7.07E-02,5.03E-02,-1.980993,-5.574421,-0.2636994,RAB40C,"RAB40C, member RAS oncogene family"
210502_s_at,7.07E-02,5.03E-02,-1.980971,-5.574462,-0.233633,PPIE,peptidylprolyl isomerase E
214623_at,7.07E-02,5.03E-02,1.980815,-5.574763,0.1342762,FBXW4P1,F-box and WD repeat domain containing 4 pseudogene 1
219377_at,7.07E-02,5.03E-02,-1.980772,-5.574844,-0.2671032,GAREM1,GRB2 associated regulator of MAPK1 subtype 1
215004_s_at,7.07E-02,5.03E-02,1.980738,-5.574909,0.1074587,SUGP1,SURP and G-patch domain containing 1
223939_at,7.07E-02,5.03E-02,1.980726,-5.574933,0.3132992,SUCNR1,succinate receptor 1
1557065_at,7.07E-02,5.03E-02,1.980659,-5.575062,0.2114694,YLPM1,YLP motif containing 1
225005_at,7.07E-02,5.04E-02,-1.980542,-5.575285,-0.2436474,PHF13,PHD finger protein 13
217819_at,7.08E-02,5.04E-02,1.980407,-5.575546,0.1363237,GOLGA7,golgin A7
206974_at,7.08E-02,5.04E-02,-1.980048,-5.576234,-0.3163301,CXCR6,C-X-C motif chemokine receptor 6
206853_s_at,7.08E-02,5.04E-02,-1.979955,-5.576413,-0.2096908,MAP3K7,mitogen-activated protein kinase kinase kinase 7
227435_at,7.08E-02,5.04E-02,1.979854,-5.576607,0.1616995,USF3,upstream transcription factor family member 3
212337_at,7.09E-02,5.05E-02,1.97932,-5.57763,0.2979649,TUG1,taurine up-regulated 1 (non-protein coding)
236863_at,7.09E-02,5.05E-02,-1.979243,-5.577779,-0.1660261,C17orf67,chromosome 17 open reading frame 67
240592_at,7.09E-02,5.05E-02,1.979112,-5.578031,0.2483243,LCORL,ligand dependent nuclear receptor corepressor like
224945_at,7.10E-02,5.05E-02,1.978933,-5.578374,0.1682455,BTBD7,BTB domain containing 7
225400_at,7.10E-02,5.06E-02,-1.978848,-5.578537,-0.2683197,TSEN15,tRNA splicing endonuclease subunit 15
202478_at,7.10E-02,5.06E-02,1.978838,-5.578556,0.3302562,TRIB2,tribbles pseudokinase 2
208149_x_at,7.10E-02,5.06E-02,-1.978727,-5.578769,-0.2976388,DDX11,DEAD/H-box helicase 11
238440_at,7.10E-02,5.06E-02,1.978596,-5.57902,0.2781129,CLYBL,citrate lyase beta like
213209_at,7.10E-02,5.06E-02,-1.978308,-5.579572,-0.1257188,TAF6L,TATA-box binding protein associated factor 6 like
215772_x_at,7.11E-02,5.06E-02,-1.978087,-5.579996,-0.2383138,SUCLG2,succinate-CoA ligase GDP-forming beta subunit
201201_at,7.11E-02,5.07E-02,-1.977857,-5.580436,-0.276985,CSTB,cystatin B
214119_s_at,7.12E-02,5.07E-02,1.977504,-5.581114,0.2294643,LOC101929368///FKBP1A,uncharacterized LOC101929368///FK506 binding protein 1A
203649_s_at,7.12E-02,5.08E-02,1.977087,-5.581912,0.7171679,PLA2G2A,phospholipase A2 group IIA
218500_at,7.12E-02,5.08E-02,-1.976913,-5.582247,-0.2385242,THEM6,thioesterase superfamily member 6
204358_s_at,7.13E-02,5.08E-02,-1.976806,-5.582451,-0.2559375,LOC100506718///FLRT2,uncharacterized LOC100506718///fibronectin leucine rich transmembrane protein 2
208984_x_at,7.13E-02,5.08E-02,1.976751,-5.582556,0.1467863,RBM10,RNA binding motif protein 10
232296_s_at,7.13E-02,5.09E-02,-1.976242,-5.583532,-0.3365894,GFM1,G elongation factor mitochondrial 1
211558_s_at,7.13E-02,5.09E-02,1.976208,-5.583597,0.1286921,DHPS,deoxyhypusine synthase
217388_s_at,7.14E-02,5.09E-02,-1.976115,-5.583775,-0.7235311,KYNU,kynureninase
215654_at,7.14E-02,5.09E-02,-1.975564,-5.584831,-0.1094085,BCAT2,branched chain amino acid transaminase 2
225140_at,7.15E-02,5.09E-02,1.975457,-5.585035,0.3273536,KLF3,Kruppel like factor 3
228697_at,7.15E-02,5.09E-02,1.975433,-5.585081,0.2617505,HINT3,histidine triad nucleotide binding protein 3
217208_s_at,7.15E-02,5.10E-02,-1.975157,-5.58561,-0.310817,DLG1,discs large MAGUK scaffold protein 1
224935_at,7.15E-02,5.10E-02,-1.97505,-5.585814,-0.1628853,EIF2S3,eukaryotic translation initiation factor 2 subunit gamma
233013_x_at,7.16E-02,5.11E-02,-1.974344,-5.587166,-0.158719,WAC-AS1,WAC antisense RNA 1 (head to head)
1555980_a_at,7.17E-02,5.11E-02,1.973883,-5.588048,0.1168684,LOC100130417,uncharacterized LOC100130417
206307_s_at,7.17E-02,5.11E-02,-1.973871,-5.588072,-0.6351409,FOXD1,forkhead box D1
209527_at,7.18E-02,5.12E-02,-1.973423,-5.588928,-0.2840618,EXOSC2,exosome component 2
240353_s_at,7.18E-02,5.12E-02,-1.973283,-5.589196,-0.6134396,C12orf54,chromosome 12 open reading frame 54
1569642_at,7.18E-02,5.12E-02,-1.973124,-5.5895,-0.1150183,F2R,coagulation factor II thrombin receptor
222503_s_at,7.18E-02,5.12E-02,-1.973061,-5.589621,-0.1833552,WDR41,WD repeat domain 41
227567_at,7.19E-02,5.13E-02,-1.972171,-5.591323,-0.2970156,LINC00674,long intergenic non-protein coding RNA 674
208092_s_at,7.20E-02,5.14E-02,1.97162,-5.592377,0.3163317,FAM49A,family with sequence similarity 49 member A
220344_at,7.21E-02,5.14E-02,1.971104,-5.593362,0.2051118,C11orf16,chromosome 11 open reading frame 16
201357_s_at,7.21E-02,5.14E-02,1.971088,-5.593394,0.1939216,SF3A1,splicing factor 3a subunit 1
203057_s_at,7.21E-02,5.15E-02,1.971055,-5.593456,0.1238494,PRDM2,PR/SET domain 2
232809_s_at,7.22E-02,5.15E-02,1.970752,-5.594036,0.1740019,FLT1,fms related tyrosine kinase 1
212092_at,7.22E-02,5.15E-02,1.970497,-5.594522,0.6917272,PEG10,paternally expressed 10
228648_at,7.22E-02,5.16E-02,-1.970209,-5.595072,-0.3884337,LRG1,leucine rich alpha-2-glycoprotein 1
227058_at,7.24E-02,5.16E-02,-1.969451,-5.59652,-0.4340403,MEDAG,mesenteric estrogen dependent adipogenesis
235099_at,7.24E-02,5.17E-02,1.969162,-5.597072,0.2706994,CMTM8,CKLF like MARVEL transmembrane domain containing 8
222415_at,7.24E-02,5.17E-02,1.96911,-5.597172,0.1730726,KMT2C,lysine methyltransferase 2C
217499_x_at,7.24E-02,5.17E-02,-1.969102,-5.597188,-0.3141613,OR7E37P,olfactory receptor family 7 subfamily E member 37 pseudogene
235773_at,7.24E-02,5.17E-02,1.968975,-5.59743,0.2352127,ZIK1,zinc finger protein interacting with K protein 1
203905_at,7.24E-02,5.17E-02,-1.96881,-5.597744,-0.2164,PARN,poly(A)-specific ribonuclease
222252_x_at,7.24E-02,5.17E-02,1.968806,-5.597752,0.1173536,UBQLN4,ubiquilin 4
226476_s_at,7.24E-02,5.17E-02,-1.96877,-5.59782,-0.1111877,DCAF1,DDB1 and CUL4 associated factor 1
226589_at,7.24E-02,5.17E-02,1.968749,-5.59786,0.2279459,TMEM192,transmembrane protein 192
202060_at,7.25E-02,5.17E-02,1.968531,-5.598278,0.1611206,CTR9,"CTR9 homolog, Paf1/RNA polymerase II complex component"
218154_at,7.25E-02,5.18E-02,1.968456,-5.598421,0.136959,GSDMD,gasdermin D
219051_x_at,7.25E-02,5.18E-02,-1.968057,-5.599181,-0.2573678,METRN,"meteorin, glial cell differentiation regulator"
201747_s_at,7.27E-02,5.19E-02,-1.967157,-5.600899,-0.1504047,SAFB,scaffold attachment factor B
204188_s_at,7.28E-02,5.20E-02,-1.966582,-5.601995,-0.1577036,RARG,retinoic acid receptor gamma
206421_s_at,7.28E-02,5.20E-02,-1.966502,-5.602149,-0.5640333,SERPINB7,serpin family B member 7
223931_s_at,7.28E-02,5.20E-02,1.966493,-5.602164,0.1496188,CHFR,"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase"
244771_at,7.29E-02,5.20E-02,-1.966023,-5.603061,-0.4453098,KBTBD12,kelch repeat and BTB domain containing 12
215411_s_at,7.29E-02,5.21E-02,1.965852,-5.603388,0.2129252,TRAF3IP2,TRAF3 interacting protein 2
205455_at,7.30E-02,5.21E-02,-1.965207,-5.604617,-0.3397261,MST1R,macrophage stimulating 1 receptor
232972_at,7.30E-02,5.22E-02,1.964984,-5.605042,0.1535291,PRR29,proline rich 29
38766_at,7.30E-02,5.22E-02,-1.96478,-5.60543,-0.1624891,TMEM265///SRCAP,transmembrane protein 265///Snf2-related CREBBP activator protein
233632_s_at,7.31E-02,5.22E-02,1.96468,-5.60562,0.1730771,XRN1,5'-3' exoribonuclease 1
221584_s_at,7.31E-02,5.22E-02,1.964601,-5.605771,0.4166359,KCNMA1,potassium calcium-activated channel subfamily M alpha 1
235276_at,7.32E-02,5.23E-02,1.963933,-5.607043,0.3608501,EPSTI1,epithelial stromal interaction 1 (breast)
237396_at,7.32E-02,5.23E-02,1.963741,-5.60741,0.167451,,
225009_at,7.33E-02,5.24E-02,-1.963176,-5.608486,-0.2900694,CMTM4,CKLF like MARVEL transmembrane domain containing 4
203480_s_at,7.33E-02,5.24E-02,1.963105,-5.60862,0.1552656,OTUD4,OTU deubiquitinase 4
217704_x_at,7.34E-02,5.25E-02,1.962528,-5.609718,0.0878971,,
222492_at,7.34E-02,5.25E-02,-1.962505,-5.609763,-0.2059579,PDXK,"pyridoxal (pyridoxine, vitamin B6) kinase"
222647_at,7.34E-02,5.25E-02,-1.962148,-5.610442,-0.2358745,SLC35C1,solute carrier family 35 member C1
203173_s_at,7.34E-02,5.25E-02,1.962086,-5.610561,0.1782717,C16orf62,chromosome 16 open reading frame 62
232134_at,7.35E-02,5.25E-02,1.961795,-5.611115,0.2544728,,
224781_s_at,7.35E-02,5.25E-02,-1.9617,-5.611296,-0.1934149,RBM17,RNA binding motif protein 17
221916_at,7.36E-02,5.26E-02,-1.961169,-5.612306,-0.2819852,NEFL,"neurofilament, light polypeptide"
208992_s_at,7.36E-02,5.26E-02,1.960951,-5.612721,0.1793261,STAT3,signal transducer and activator of transcription 3
235217_at,7.37E-02,5.27E-02,1.960678,-5.613239,0.3388434,LINC01004,long intergenic non-protein coding RNA 1004
230424_at,7.37E-02,5.27E-02,1.960612,-5.613365,0.3588987,NREP,neuronal regeneration related protein
41037_at,7.38E-02,5.27E-02,1.960046,-5.614441,0.3311109,TEAD4,TEA domain transcription factor 4
229638_at,7.38E-02,5.28E-02,1.959615,-5.61526,0.5346313,IRX3,iroquois homeobox 3
235142_at,7.39E-02,5.28E-02,1.959182,-5.616084,0.2859737,ZBTB8A,zinc finger and BTB domain containing 8A
225579_at,7.40E-02,5.29E-02,1.958776,-5.616855,0.2916982,PQLC3,PQ loop repeat containing 3
232375_at,7.40E-02,5.29E-02,1.958696,-5.617007,0.3002578,,
226158_at,7.40E-02,5.29E-02,1.958595,-5.617199,0.2818711,KLHL24,kelch like family member 24
1558761_a_at,7.40E-02,5.29E-02,1.958531,-5.617319,0.2128248,FAM120AOS,family with sequence similarity 120A opposite strand
202128_at,7.41E-02,5.30E-02,1.957948,-5.618427,0.2072018,AREL1,apoptosis resistant E3 ubiquitin protein ligase 1
213879_at,7.42E-02,5.31E-02,-1.957269,-5.619717,-0.194674,,
222710_at,7.42E-02,5.31E-02,-1.957205,-5.619838,-0.1391949,AMIGO3///GMPPB,adhesion molecule with Ig like domain 3///GDP-mannose pyrophosphorylase B
210443_x_at,7.43E-02,5.32E-02,1.956396,-5.621374,0.1243028,OGFR,opioid growth factor receptor
223185_s_at,7.44E-02,5.32E-02,1.955828,-5.622452,0.3210332,BHLHE41,basic helix-loop-helix family member e41
208973_at,7.44E-02,5.33E-02,-1.955782,-5.622539,-0.2500694,ERI3,ERI1 exoribonuclease family member 3
243176_at,7.44E-02,5.33E-02,1.955706,-5.622684,0.2766667,LOC101929356///ARL5A,uncharacterized LOC101929356///ADP ribosylation factor like GTPase 5A
226868_at,7.44E-02,5.33E-02,1.955589,-5.622906,0.3202724,GXYLT1,glucoside xylosyltransferase 1
225472_at,7.45E-02,5.33E-02,-1.955419,-5.623227,-0.1486251,GPANK1,G-patch domain and ankyrin repeats 1
216253_s_at,7.45E-02,5.33E-02,1.955209,-5.623626,0.2291298,PARVB,parvin beta
201561_s_at,7.46E-02,5.34E-02,-1.954568,-5.624842,-0.2553931,CLSTN1,calsyntenin 1
234738_s_at,7.46E-02,5.34E-02,1.954449,-5.625067,0.2134677,KLHDC4,kelch domain containing 4
206468_s_at,7.47E-02,5.35E-02,-1.953849,-5.626204,-0.2333996,METTL13,methyltransferase like 13
221872_at,7.47E-02,5.35E-02,-1.953819,-5.626261,-0.4521834,RARRES1,retinoic acid receptor responder 1
201908_at,7.48E-02,5.35E-02,-1.953443,-5.626975,-0.367067,DVL3,dishevelled segment polarity protein 3
228980_at,7.48E-02,5.36E-02,-1.953112,-5.627602,-0.1673286,RAD51L3-RFFL///RFFL,RAD51L3-RFFL readthrough///ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
229742_at,7.49E-02,5.36E-02,-1.952814,-5.628166,-0.2066632,C15orf61,chromosome 15 open reading frame 61
233380_s_at,7.49E-02,5.36E-02,1.952553,-5.628661,0.1818492,RUFY1,RUN and FYVE domain containing 1
219700_at,7.49E-02,5.37E-02,1.952438,-5.628879,0.2990322,PLXDC1,plexin domain containing 1
201915_at,7.50E-02,5.37E-02,1.952209,-5.629311,0.1816494,SEC63,"SEC63 homolog, protein translocation regulator"
234977_at,7.50E-02,5.37E-02,1.951897,-5.629904,0.3238578,ZADH2,zinc binding alcohol dehydrogenase domain containing 2
238004_at,7.51E-02,5.38E-02,-1.951568,-5.630526,-0.1720604,PGBD2,piggyBac transposable element derived 2
227397_at,7.51E-02,5.38E-02,-1.951524,-5.630609,-0.1300498,TPM2,tropomyosin 2 (beta)
220042_x_at,7.51E-02,5.38E-02,-1.951501,-5.630653,-0.1282664,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3
233899_x_at,7.51E-02,5.38E-02,-1.951463,-5.630726,-0.4680858,ZBTB10,zinc finger and BTB domain containing 10
230251_at,7.51E-02,5.38E-02,-1.95097,-5.631658,-0.7005695,LINC00473,long intergenic non-protein coding RNA 473
202368_s_at,7.51E-02,5.38E-02,-1.950953,-5.63169,-0.2016496,TRAM2,translocation associated membrane protein 2
235857_at,7.51E-02,5.38E-02,-1.950937,-5.631721,-0.2708608,KCTD11,potassium channel tetramerization domain containing 11
221080_s_at,7.51E-02,5.38E-02,1.950911,-5.631769,0.3061557,DENND1C,DENN domain containing 1C
214126_at,7.52E-02,5.39E-02,1.950679,-5.632209,0.1965142,,
215215_s_at,7.52E-02,5.39E-02,-1.950488,-5.632571,-0.2446457,LOC81691,exonuclease NEF-sp
211965_at,7.52E-02,5.39E-02,1.950243,-5.633034,0.4059887,ZFP36L1,ZFP36 ring finger protein like 1
239004_at,7.52E-02,5.39E-02,-1.950193,-5.633128,-0.1861694,SQSTM1,sequestosome 1
214051_at,7.53E-02,5.40E-02,-1.949893,-5.633697,-0.4228638,TMSB15B///TMSB15A,thymosin beta 15B///thymosin beta 15a
213607_x_at,7.54E-02,5.40E-02,-1.949462,-5.634511,-0.2158256,NADK,NAD kinase
209798_at,7.54E-02,5.40E-02,-1.949363,-5.6347,-0.1456542,NPAT,"nuclear protein, coactivator of histone transcription"
217445_s_at,7.54E-02,5.41E-02,-1.948886,-5.635602,-0.3451075,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
202675_at,7.54E-02,5.41E-02,-1.948881,-5.635611,-0.1623378,SDHB,succinate dehydrogenase complex iron sulfur subunit B
201117_s_at,7.55E-02,5.41E-02,-1.948776,-5.63581,-0.4512464,CPE,carboxypeptidase E
213888_s_at,7.55E-02,5.41E-02,1.948648,-5.636052,0.4172355,TRAF3IP3,TRAF3 interacting protein 3
202530_at,7.55E-02,5.41E-02,-1.948633,-5.636079,-0.1227555,MAPK14,mitogen-activated protein kinase 14
200626_s_at,7.55E-02,5.41E-02,1.948478,-5.636374,0.1189299,SNHG4///MATR3,small nucleolar RNA host gene 4///matrin 3
1555895_at,7.56E-02,5.42E-02,-1.947967,-5.637339,-0.1574088,DNM2,dynamin 2
1554997_a_at,7.56E-02,5.42E-02,1.947938,-5.637393,0.9412922,PTGS2,prostaglandin-endoperoxide synthase 2
230091_at,7.56E-02,5.42E-02,-1.947844,-5.637572,-0.41729,SRPK2,SRSF protein kinase 2
64474_g_at,7.56E-02,5.42E-02,1.947613,-5.638008,0.2335647,MIR1306///DGCR8,microRNA 1306///DGCR8 microprocessor complex subunit
212999_x_at,7.56E-02,5.42E-02,1.947528,-5.638168,0.6837225,LOC101060835///HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1"
206121_at,7.57E-02,5.43E-02,1.947347,-5.638512,0.4323381,AMPD1,adenosine monophosphate deaminase 1
206169_x_at,7.57E-02,5.43E-02,1.947187,-5.638813,0.1912092,ZC3H7B,zinc finger CCCH-type containing 7B
